model,set,method_id,method,direction,f_standard,f_deviant,semitones,trough_uv,latency_ms,recovery_frac,s7_pass,s2_pass,s4_specificity,post_slope_uv_per_100ms,ctrl_min_uv,n_deviants,consensus_rank,n_agree
wav2vec2-medium,phase2,1701,method_1701_counter,counter,2691.0,1345.0,12.0064,-1.5995,220.875,0.4385,False,False,False,0.5101,-1.3821,15,160,3
wav2vec2-medium,phase2,1809,method_1809_counter,counter,5869.0,2263.0,16.4985,-1.5983,100.9375,1.7225,True,True,True,0.5524,-0.5767,15,197,2
wav2vec2-medium,phase2,1525,method_1525_counter,counter,7611.0,673.0,41.9929,-1.5972,180.8125,0.7741,True,True,True,1.039,-0.1854,15,201,2
wav2vec2-medium,phase2,1778,method_1778_counter,counter,4935.0,1903.0,16.4973,-1.5971,100.9375,1.6515,True,True,True,0.622,-0.9327,15,229,1
wav2vec2-medium,phase2,1703,method_1703,regular,1345.0,3200.0,15.0056,-1.5966,100.875,0.9932,True,True,True,1.5335,0.4594,15,34,5
wav2vec2-medium,phase2,1136,method_1136_counter,counter,800.0,259.0,19.5246,-1.5862,100.9375,1.3736,True,True,True,0.19,-0.7803,15,75,5
wav2vec2-medium,phase2,1619,method_1619,regular,951.0,3805.0,24.0046,-1.5748,220.875,1.7983,True,True,True,2.1127,-0.5472,15,145,3
wav2vec2-medium,phase2,1414,method_1414_counter,counter,951.0,519.0,10.4845,-1.5664,100.875,0.8011,True,True,True,0.3984,-0.5822,15,82,5
wav2vec2-medium,phase2,1487,method_1487,regular,617.0,3200.0,28.4968,-1.5618,161.0,3.4718,True,True,True,1.6992,0.3705,15,35,5
wav2vec2-medium,phase2,1355,method_1355_counter,counter,1345.0,436.0,19.5025,-1.5579,180.875,1.3394,True,True,True,-0.0884,-1.4198,15,69,5
wav2vec2-medium,phase2,1106,method_1106_counter,counter,1745.0,238.0,34.4903,-1.5536,100.9375,2.4854,True,True,True,0.672,-0.4699,15,88,5
wav2vec2-medium,phase2,1810,method_1810,regular,2263.0,6400.0,17.998,-1.5414,220.875,1.99,True,True,True,3.433,0.7082,15,62,5
wav2vec2-medium,phase2,1230,method_1230_counter,counter,4150.0,308.0,45.0253,-1.5259,120.9375,2.4836,True,True,False,0.1618,-0.457,15,61,5
wav2vec2-medium,phase2,1675,method_1675_counter,counter,1600.0,1234.0,4.4968,-1.515,120.875,2.7019,True,True,True,0.9546,0.2461,15,121,4
wav2vec2-medium,phase2,1183,method_1183_counter,counter,1745.0,283.0,31.4922,-1.5048,100.9375,1.432,True,True,True,-0.1712,-1.4133,15,129,4
wav2vec2-medium,phase2,1743,method_1743,regular,1600.0,4150.0,16.5005,-1.5006,160.875,0.8973,True,True,True,-0.0041,-1.6362,15,107,4
wav2vec2-medium,phase2,1747,method_1747,regular,1600.0,5869.0,22.5005,-1.4826,200.875,1.051,True,True,True,0.2567,-1.3635,15,23,5
wav2vec2-medium,phase2,1650,method_1650_counter,counter,7611.0,1037.0,34.508,-1.4818,100.8125,1.9072,True,True,True,0.7092,0.3372,15,158,3
wav2vec2-medium,phase2,1301,method_1301,regular,367.0,4150.0,41.9911,-1.4746,160.75,1.3223,True,True,True,1.2362,-0.0879,15,153,3
wav2vec2-medium,phase2,1145,method_1145_counter,counter,1745.0,259.0,33.0264,-1.4506,100.9375,1.6879,True,True,True,0.1571,-1.0213,15,86,5
wav2vec2-medium,phase2,1318,method_1318_counter,counter,951.0,400.0,14.9933,-1.4432,220.875,0.8242,True,True,True,1.3775,-1.2047,15,87,5
wav2vec2-medium,phase2,1034,method_1034_counter,counter,3805.0,200.0,50.9979,-1.4357,120.875,3.8654,True,True,False,0.8325,0.2661,15,65,5
wav2vec2-medium,phase2,1721,method_1721,regular,1467.0,2934.0,12.0,-1.4347,160.9375,1.2778,True,True,True,0.0495,-1.1189,15,103,4
wav2vec2-medium,phase2,1123,method_1123,regular,238.0,7611.0,59.9886,-1.4171,221.125,1.5033,True,True,True,1.3352,-0.9927,15,63,5
wav2vec2-medium,phase2,1721,method_1721_counter,counter,2934.0,1467.0,12.0,-1.4087,220.9375,0.9517,True,True,False,1.7936,0.1628,15,148,3
wav2vec2-medium,phase2,1230,method_1230,regular,308.0,4150.0,45.0253,-1.4058,181.0625,0.8915,True,True,True,0.8628,-0.8628,15,204,2
wav2vec2-medium,phase2,1766,method_1766,regular,1745.0,6979.0,23.9975,-1.4049,100.9375,0.7048,True,True,True,0.2605,-0.8952,15,7,6
wav2vec2-medium,phase2,1807,method_1807_counter,counter,4935.0,2263.0,13.4978,-1.3753,100.9375,1.097,True,True,True,0.6324,-1.2016,15,188,2
wav2vec2-medium,phase2,1747,method_1747_counter,counter,5869.0,1600.0,22.5005,-1.3662,100.9375,3.8809,True,True,True,0.9436,-0.2079,15,234,1
wav2vec2-medium,phase2,1727,method_1727,regular,1467.0,4935.0,21.0022,-1.3379,160.9375,1.2248,True,True,True,-0.1956,-1.6303,15,32,5
wav2vec2-medium,phase2,1583,method_1583_counter,counter,1345.0,872.0,7.5025,-1.3343,180.875,1.5002,True,True,True,0.8271,-0.2113,15,198,2
wav2vec2-medium,phase2,1746,method_1746,regular,1600.0,5382.0,21.0008,-1.3204,180.875,1.2501,True,True,True,0.6569,-0.5375,15,43,5
wav2vec2-medium,phase2,1400,method_1400_counter,counter,4150.0,476.0,37.4889,-1.3158,120.9375,1.9782,True,True,False,-0.3241,-1.0547,15,116,4
wav2vec2-medium,phase2,1790,method_1790,regular,2075.0,3805.0,10.4974,-1.2836,120.9375,1.7231,True,True,True,0.2151,-0.6645,15,161,3
wav2vec2-medium,phase2,1798,method_1798_counter,counter,7611.0,2075.0,22.4997,-1.2757,200.8125,1.4997,True,True,True,1.978,-0.5048,15,135,3
wav2vec2-medium,phase2,1073,method_1073_counter,counter,3200.0,218.0,46.5081,-1.2696,140.875,0.0,False,False,False,1.7924,0.4007,15,156,3
wav2vec2-medium,phase2,1825,method_1825_counter,counter,7611.0,2468.0,19.4969,-1.2679,100.8125,2.0688,True,True,False,-0.0282,-0.8927,15,144,3
wav2vec2-medium,phase2,1730,method_1730,regular,1467.0,6400.0,25.5024,-1.2579,100.9375,2.0173,True,True,True,1.271,1.0329,15,25,5
wav2vec2-medium,phase2,1066,method_1066_counter,counter,1745.0,218.0,36.0099,-1.2486,100.9375,2.3451,True,True,True,0.5764,-0.3781,15,8,6
wav2vec2-medium,phase2,1273,method_1273,regular,336.0,7611.0,54.0186,-1.2327,160.75,1.1979,True,True,True,0.1807,-1.3503,15,50,5
wav2vec2-medium,phase2,1443,method_1443_counter,counter,872.0,566.0,7.4823,-1.2296,100.9375,2.0639,True,True,True,0.2414,-0.5565,15,123,4
wav2vec2-medium,phase2,1679,method_1679,regular,1234.0,2263.0,10.4987,-1.2079,180.9375,2.0788,True,True,True,0.9584,-0.1841,15,162,3
wav2vec2-medium,phase2,1808,method_1808,regular,2263.0,5382.0,14.9989,-1.2035,120.875,0.7956,True,True,True,0.682,-0.2998,15,73,5
wav2vec2-medium,phase2,1603,method_1603,regular,872.0,7611.0,37.5082,-1.1967,200.9375,2.4414,True,True,True,1.7857,0.2368,15,4,6
wav2vec2-medium,phase2,1418,method_1418_counter,counter,1345.0,519.0,16.4856,-1.194,160.875,1.2932,True,True,True,0.167,-1.8598,15,83,5
wav2vec2-medium,phase2,1848,method_1848_counter,counter,7611.0,2934.0,16.5026,-1.1827,100.8125,2.2186,True,True,True,-0.1396,-0.6793,15,131,3
wav2vec2-medium,phase2,1601,method_1601_counter,counter,6400.0,872.0,34.5081,-1.1803,140.875,1.0588,True,True,True,-0.0343,-1.2083,15,189,2
wav2vec2-medium,phase2,1778,method_1778,regular,1903.0,4935.0,16.4973,-1.1783,120.875,1.4504,True,True,True,0.5633,-0.5737,15,146,3
wav2vec2-medium,phase2,1116,method_1116_counter,counter,4150.0,238.0,49.4889,-1.1718,100.9375,11.8238,True,True,False,-0.0487,-0.2965,15,56,5
wav2vec2-medium,phase2,1794,method_1794,regular,2075.0,5382.0,16.5004,-1.1686,200.9375,1.2477,True,True,True,0.6894,-0.2,15,89,5
wav2vec2-medium,phase2,1383,method_1383_counter,counter,951.0,476.0,11.9818,-1.1654,220.875,0.9603,True,True,True,1.2241,-0.9669,15,84,5
wav2vec2-medium,phase2,1676,method_1676_counter,counter,1745.0,1234.0,5.9986,-1.1544,120.9375,1.9747,True,True,True,0.2376,-0.4521,15,18,5
wav2vec2-medium,phase2,1794,method_1794_counter,counter,5382.0,2075.0,16.5004,-1.1487,100.9375,3.3869,True,True,True,0.2811,-0.5068,15,168,2
wav2vec2-medium,phase2,1387,method_1387_counter,counter,1345.0,476.0,17.9829,-1.1437,160.875,1.0422,True,True,True,0.1896,-1.5623,15,59,5
wav2vec2-medium,phase2,1042,method_1042_counter,counter,7611.0,200.0,63.0002,-1.1309,120.8125,47.9042,True,True,False,0.2026,-0.2026,15,141,3
wav2vec2-medium,phase2,1765,method_1765_counter,counter,6400.0,1745.0,22.4981,-1.128,140.875,0.7732,True,True,False,-0.2035,-1.5068,15,202,2
wav2vec2-medium,phase2,1324,method_1324_counter,counter,1600.0,400.0,24.0,-1.1271,180.875,0.0,False,False,False,0.1817,-0.8583,15,102,4
wav2vec2-medium,phase2,1776,method_1776,regular,1903.0,4150.0,13.498,-1.1012,100.875,1.207,True,True,True,0.518,-0.3113,15,67,5
wav2vec2-medium,phase2,1875,method_1875_counter,counter,7611.0,3805.0,12.0023,-1.1,100.8125,1.7548,True,True,True,-0.0966,-0.7895,15,149,3
wav2vec2-medium,phase2,1266,method_1266,regular,336.0,4150.0,43.5189,-1.0998,160.75,1.2502,True,True,True,0.8589,-0.9357,15,196,2
wav2vec2-medium,phase2,1101,method_1101,regular,238.0,1131.0,26.9828,-1.0777,141.125,1.8212,True,True,True,0.2814,-0.0021,15,77,5
wav2vec2-medium,phase2,1602,method_1602,regular,872.0,6979.0,36.0074,-1.0758,180.9375,1.1119,True,True,True,1.0044,-0.4001,15,122,4
wav2vec2-medium,phase2,1401,method_1401_counter,counter,4525.0,476.0,38.9866,-1.0692,100.875,2.1496,True,True,False,-0.2854,-1.5683,15,81,5
wav2vec2-medium,phase2,1746,method_1746_counter,counter,5382.0,1600.0,21.0008,-1.069,120.9375,3.5065,True,True,False,-0.4119,-1.0183,15,163,3
wav2vec2-medium,phase2,1318,method_1318,regular,400.0,951.0,14.9933,-1.0673,120.8125,2.1763,True,True,True,1.2141,0.2577,15,187,2
wav2vec2-medium,phase2,1193,method_1193_counter,counter,4150.0,283.0,46.4908,-1.0667,100.9375,5.5539,True,True,False,0.058,-0.3792,15,60,5
wav2vec2-medium,phase2,1145,method_1145,regular,259.0,1745.0,33.0264,-1.0653,161.125,0.6313,True,True,True,0.4767,-0.385,15,203,2
wav2vec2-medium,phase2,1809,method_1809,regular,2263.0,5869.0,16.4985,-1.057,120.875,1.2973,True,True,True,0.5351,0.054,15,9,6
wav2vec2-medium,phase2,1105,method_1105,regular,238.0,1600.0,32.9885,-1.055,221.125,0.8144,True,True,True,0.7669,-0.7622,15,210,2
wav2vec2-medium,phase2,1796,method_1796_counter,counter,6400.0,2075.0,19.4995,-1.0545,220.875,0.8628,True,True,True,-0.355,-1.553,15,240,1
wav2vec2-medium,phase2,1024,method_1024,regular,200.0,1600.0,36.0,-1.0527,221.125,1.4172,True,True,True,1.1437,-0.2824,15,200,2
wav2vec2-medium,phase2,1193,method_1193,regular,283.0,4150.0,46.4908,-1.0428,201.0625,2.0218,True,True,True,1.1029,-0.743,15,186,2
wav2vec2-medium,phase2,1636,method_1636,regular,1037.0,2263.0,13.5098,-1.0395,160.875,1.3301,True,True,True,0.9999,-0.1833,15,127,4
wav2vec2-medium,phase2,1387,method_1387,regular,476.0,1345.0,17.9829,-1.0307,220.9375,1.0472,True,True,True,2.1648,0.4354,15,140,3
wav2vec2-medium,phase2,1684,method_1684,regular,1234.0,3490.0,17.9986,-1.021,160.9375,1.6445,True,True,True,0.8393,-0.287,15,185,2
wav2vec2-medium,phase2,1880,method_1880_counter,counter,6400.0,4150.0,7.4995,-1.0056,140.875,1.3703,True,True,True,1.337,0.7165,15,243,1
wav2vec2-medium,phase2,1764,method_1764,regular,1745.0,5869.0,20.9987,-1.0014,100.9375,0.5896,True,True,True,-0.2711,-1.6032,15,38,5
wav2vec2-medium,phase2,1557,method_1557,regular,800.0,1234.0,7.5032,-1.0005,100.9375,1.7779,True,True,False,-0.2651,-1.2415,15,53,5
wav2vec2-medium,phase2,1552,method_1552_counter,counter,7611.0,734.0,40.4908,-0.9997,200.8125,0.8112,True,True,True,0.7038,-0.2212,15,154,3
wav2vec2-medium,phase2,1613,method_1613_counter,counter,2263.0,951.0,15.0086,-0.9989,200.875,2.158,True,True,False,1.2985,-0.3104,15,151,3
wav2vec2-medium,phase2,1504,method_1504,regular,673.0,1234.0,10.496,-0.9944,120.8125,1.1561,True,True,True,0.2186,-0.6366,15,55,5
wav2vec2-medium,phase2,1627,method_1627_counter,counter,7611.0,951.0,36.0068,-0.9888,100.8125,1.2777,True,True,True,0.0592,-0.4127,15,213,2
wav2vec2-medium,phase2,1551,method_1551,regular,734.0,6979.0,38.99,-0.9744,180.875,2.5276,True,True,True,1.323,-0.736,15,125,4
wav2vec2-medium,phase2,1776,method_1776_counter,counter,4150.0,1903.0,13.498,-0.9726,100.9375,3.3631,True,True,True,0.5941,-0.1814,15,134,3
wav2vec2-medium,phase2,1875,method_1875,regular,3805.0,7611.0,12.0023,-0.951,200.875,2.5996,True,True,False,0.7486,-1.1356,15,46,5
wav2vec2-medium,phase2,1382,method_1382,regular,476.0,872.0,10.4804,-0.9476,120.9375,2.9838,True,True,True,1.1865,1.1065,15,183,2
wav2vec2-medium,phase2,1767,method_1767_counter,counter,7611.0,1745.0,25.4983,-0.9436,200.8125,2.1354,True,True,True,1.4848,-0.2082,15,139,3
wav2vec2-medium,phase2,1432,method_1432_counter,counter,4525.0,519.0,37.4893,-0.9431,120.875,2.1907,True,True,False,-0.0854,-1.0485,15,90,5
wav2vec2-medium,phase2,1720,method_1720_counter,counter,2691.0,1467.0,10.5033,-0.9395,200.875,0.303,False,False,False,-0.0284,-1.1738,15,207,2
wav2vec2-medium,phase2,1762,method_1762_counter,counter,4935.0,1745.0,17.9979,-0.9383,100.9375,3.8755,True,True,False,0.8312,-0.6305,15,244,1
wav2vec2-medium,phase2,1042,method_1042,regular,200.0,7611.0,63.0002,-0.9322,221.125,2.1889,True,True,True,1.3618,-0.416,15,74,5
wav2vec2-medium,phase2,1032,method_1032,regular,200.0,3200.0,48.0,-0.9279,221.125,5.105,True,True,False,1.4569,0.7446,15,49,5
wav2vec2-medium,phase2,1123,method_1123_counter,counter,7611.0,238.0,59.9886,-0.9088,100.8125,262.3241,True,True,False,-0.0549,-0.4337,15,205,2
wav2vec2-medium,phase2,1793,method_1793,regular,2075.0,4935.0,14.9993,-0.9079,120.9375,1.1891,True,True,True,0.1238,-0.6451,15,91,5
wav2vec2-medium,phase2,1323,method_1323,regular,400.0,1467.0,22.4976,-0.9015,220.8125,2.585,True,True,True,2.2966,0.6468,15,178,2
wav2vec2-medium,phase2,1718,method_1718_counter,counter,2263.0,1467.0,7.5044,-0.8898,120.875,0.0,False,False,False,0.9174,0.3458,15,117,4
wav2vec2-medium,phase2,1601,method_1601,regular,872.0,6400.0,34.5081,-0.8762,100.9375,0.0,False,False,False,0.26,0.2433,15,96,4
wav2vec2-medium,phase2,1812,method_1812_counter,counter,7611.0,2263.0,20.9982,-0.874,100.8125,0.905,True,True,False,0.7772,-1.2612,15,136,3
wav2vec2-medium,phase2,1174,method_1174_counter,counter,800.0,283.0,17.9904,-0.8705,100.9375,1.3406,True,True,True,-0.1973,-0.9115,15,76,5
wav2vec2-medium,phase2,1144,method_1144,regular,259.0,1600.0,31.5246,-0.8622,181.125,0.3749,False,False,False,0.0665,-0.643,15,238,1
wav2vec2-medium,phase2,1810,method_1810_counter,counter,6400.0,2263.0,17.998,-0.8513,140.875,0.8318,True,True,False,-0.417,-1.9862,15,246,1
wav2vec2-medium,phase2,1748,method_1748,regular,1600.0,6400.0,24.0,-0.8382,180.875,0.0,False,False,False,1.0943,0.7656,15,97,4
wav2vec2-medium,phase2,1763,method_1763_counter,counter,5382.0,1745.0,19.499,-0.829,120.9375,0.0,False,False,False,0.1275,0.3273,15,228,1
wav2vec2-medium,phase2,1200,method_1200_counter,counter,7611.0,283.0,56.9905,-0.8239,120.8125,9.1622,True,True,False,-0.6799,-0.6805,15,214,2
wav2vec2-medium,phase2,1713,method_1713_counter,counter,7611.0,1345.0,30.0058,-0.8216,200.8125,1.2361,True,True,True,0.5184,-0.4235,15,126,4
wav2vec2-medium,phase2,1790,method_1790_counter,counter,3805.0,2075.0,10.4974,-0.8089,100.875,1.2172,True,True,True,0.308,-0.6349,15,85,5
wav2vec2-medium,phase2,1557,method_1557_counter,counter,1234.0,800.0,7.5032,-0.806,140.9375,2.6417,True,True,True,0.5139,-0.203,15,208,2
wav2vec2-medium,phase2,1073,method_1073,regular,218.0,3200.0,46.5081,-0.8015,221.125,15.1386,True,True,False,1.3819,0.6657,15,110,4
wav2vec2-medium,phase2,1504,method_1504_counter,counter,1234.0,673.0,10.496,-0.8012,140.9375,2.2227,True,True,True,0.2559,-0.1698,15,209,2
wav2vec2-medium,phase2,1200,method_1200,regular,283.0,7611.0,56.9905,-0.7045,201.0625,2.3601,False,True,True,0.5882,-0.5549,15,57,5
wav2vec2-medium,phase2,1323,method_1323_counter,counter,1467.0,400.0,22.4976,-0.7008,100.9375,1.5044,False,True,True,-0.3422,-1.2537,15,150,3
wav2vec2-medium,phase2,1578,method_1578_counter,counter,7611.0,800.0,39.0002,-0.7002,220.8125,0.7502,False,True,True,1.249,-0.6499,15,227,1
wav2vec2-medium,phase2,1767,method_1767,regular,1745.0,7611.0,25.4983,-0.6785,100.9375,0.7033,False,True,True,-0.1296,-1.2592,15,94,4
wav2vec2-medium,phase2,1183,method_1183,regular,283.0,1745.0,31.4922,-0.6774,161.0625,1.7345,False,True,True,0.2503,-0.0893,15,175,2
wav2vec2-medium,phase2,1577,method_1577_counter,counter,6979.0,800.0,37.4994,-0.6772,220.875,-0.472,False,False,False,-0.4978,-1.505,15,215,1
wav2vec2-medium,phase2,1807,method_1807,regular,2263.0,4935.0,13.4978,-0.6756,200.875,2.3788,False,True,True,0.7625,-0.461,15,42,5
wav2vec2-medium,phase2,1619,method_1619_counter,counter,3805.0,951.0,24.0046,-0.6728,140.875,3.3622,False,True,False,0.034,-0.8457,15,194,2
wav2vec2-medium,phase2,1708,method_1708_counter,counter,4935.0,1345.0,22.5053,-0.665,120.9375,0.0,False,False,False,-0.2134,-1.1491,15,220,1
wav2vec2-medium,phase2,1565,method_1565,regular,800.0,2468.0,19.5032,-0.6514,180.9375,1.0664,False,True,True,0.1389,-1.1986,15,98,4
wav2vec2-medium,phase2,1382,method_1382_counter,counter,872.0,476.0,10.4804,-0.647,100.9375,2.2114,False,True,True,-0.2004,-1.0031,15,130,4
wav2vec2-medium,phase2,1882,method_1882_counter,counter,7611.0,4150.0,10.4997,-0.6205,200.8125,2.0939,False,True,True,1.242,-0.3397,15,165,2
wav2vec2-medium,phase2,1155,method_1155_counter,counter,4150.0,259.0,48.025,-0.6107,100.9375,14.6721,False,True,False,-0.2458,-0.6166,15,112,4
wav2vec2-medium,phase2,1791,method_1791,regular,2075.0,4150.0,12.0,-0.5873,200.9375,1.1351,False,True,False,0.1082,-0.7435,15,211,2
wav2vec2-medium,phase2,1729,method_1729_counter,counter,5869.0,1467.0,24.003,-0.5693,220.9375,1.0087,False,True,False,1.2837,-0.0575,15,224,1
wav2vec2-medium,phase2,1793,method_1793_counter,counter,4935.0,2075.0,14.9993,-0.5655,100.9375,1.5709,False,True,False,0.2723,-1.7477,15,254,0
wav2vec2-medium,phase2,1739,method_1739_counter,counter,2934.0,1600.0,10.4976,-0.5197,220.9375,10.4713,False,True,False,1.5921,0.2132,15,191,2
wav2vec2-medium,phase2,1730,method_1730_counter,counter,6400.0,1467.0,25.5024,-0.4707,140.875,2.0417,False,True,False,-0.062,-0.6385,15,231,1
wav2vec2-medium,phase2,1587,method_1587,regular,872.0,1903.0,13.5105,-0.4345,200.9375,4.4273,False,True,True,0.2961,-0.1232,15,152,3
wav2vec2-medium,phase2,1273,method_1273_counter,counter,7611.0,336.0,54.0186,-0.4268,100.8125,4.6326,False,True,False,-0.6931,-1.0861,15,250,0
wav2vec2-medium,phase2,1843,method_1843_counter,counter,4935.0,2934.0,9.0022,-0.412,100.9375,3.4417,False,True,True,0.1758,-0.4637,15,239,1
wav2vec2-medium,phase2,1710,method_1710_counter,counter,5869.0,1345.0,25.5061,-0.3988,220.9375,0.2536,False,False,False,0.7465,-0.6233,15,218,1
wav2vec2-medium,phase2,1881,method_1881_counter,counter,6979.0,4150.0,8.9989,-0.3373,160.875,1.0478,False,True,True,-0.0775,-0.6086,15,233,1
wav2vec2-medium,phase2,1587,method_1587_counter,counter,1903.0,872.0,13.5105,-0.3352,180.875,8.876,False,True,False,0.4039,0.5852,15,237,1
wav2vec2-medium,phase2,1743,method_1743_counter,counter,4150.0,1600.0,16.5005,-0.3347,100.9375,0.0,False,False,False,0.2682,-0.6352,15,192,2
wav2vec2-medium,phase2,1626,method_1626_counter,counter,6979.0,951.0,34.506,-0.3297,100.875,2.4696,False,True,False,-0.8469,-1.4873,15,225,1
wav2vec2-medium,phase2,1603,method_1603_counter,counter,7611.0,872.0,37.5082,-0.3296,100.8125,1.3232,False,True,True,-0.4412,-0.9491,15,242,1
wav2vec2-medium,phase2,1750,method_1750_counter,counter,7611.0,1600.0,27.0002,-0.2457,100.8125,0.0,False,False,False,0.6371,-0.9655,15,164,2
wav2vec2-medium,phase2,1748,method_1748_counter,counter,6400.0,1600.0,24.0,-0.2034,140.875,1.0949,False,True,True,-0.329,-1.0957,15,232,1
wav2vec2-medium,phase2,1755,method_1755_counter,counter,2691.0,1745.0,7.499,-0.1944,220.875,1.7697,False,True,False,-0.4416,-0.982,15,247,1
wav2vec2-medium,phase2,1675,method_1675,regular,1234.0,1600.0,4.4968,-0.1441,180.9375,4.3801,False,True,False,0.0497,-1.2969,15,251,0
wav2vec2-medium,phase2,1136,method_1136,regular,259.0,800.0,19.5246,-0.1011,161.125,4.381,False,True,True,0.1429,0.4093,15,190,2
wav2vec2-medium,phase2,1551,method_1551_counter,counter,6979.0,734.0,38.99,-0.0895,160.875,1.3011,False,True,False,-0.9779,-1.6494,15,217,1
wav2vec2-medium,phase2,1712,method_1712_counter,counter,6979.0,1345.0,28.505,-0.0831,220.875,-3.5408,False,False,False,-0.9816,-1.578,15,193,2
wav2vec2-medium,phase2,1174,method_1174,regular,283.0,800.0,17.9904,-0.0645,141.0625,4.8614,False,True,True,0.0074,0.8048,15,138,3
wav2vec2-medium,phase2,1614,method_1614_counter,counter,2468.0,951.0,16.5099,-0.0235,220.9375,-1.5,False,False,False,-0.7673,-0.9706,15,241,1
wav2vec2-medium,phase2,1565,method_1565_counter,counter,2468.0,800.0,19.5032,0.0254,120.9375,0.0,False,False,False,-0.7224,-1.1541,15,206,2
wav2vec2-medium,phase2,1649,method_1649_counter,counter,6979.0,1037.0,33.0073,0.0387,100.875,3.0827,False,True,True,-0.8123,-1.3149,15,184,2
wav2vec2-medium,phase2,1443,method_1443,regular,566.0,872.0,7.4823,0.0485,121.0,8.3295,False,True,True,0.1791,-0.0139,15,157,3
wav2vec2-medium,phase2,1518,method_1518,regular,673.0,4150.0,31.4932,0.0984,160.8125,4.0432,False,True,True,0.46,-0.3073,15,236,1
wav2vec2-medium,phase2,1874,method_1874_counter,counter,6979.0,3805.0,10.5015,0.1161,120.875,2.6748,False,True,False,-1.1136,-1.5966,15,226,1
wav2vec2-medium,phase2,1684,method_1684_counter,counter,3490.0,1234.0,17.9986,0.1201,100.875,4.4026,False,True,False,-0.7233,-1.3622,15,155,3
wav2vec2-medium,phase2,1825,method_1825,regular,2468.0,7611.0,19.4969,0.1709,120.9375,3.6382,False,True,True,-0.4267,-1.0981,15,21,5
wav2vec2-medium,phase2,1797,method_1797_counter,counter,6979.0,2075.0,20.9989,0.1835,100.875,1.4291,False,True,True,-0.3893,-0.8191,15,223,1
wav2vec2-medium,phase2,1764,method_1764_counter,counter,5869.0,1745.0,20.9987,0.3534,220.9375,0.0,False,False,False,1.1723,0.1218,15,252,0
wav2vec2-medium,phase2,1738,method_1738_counter,counter,2691.0,1600.0,9.0008,0.3547,200.875,0.0,False,False,False,-0.0928,-1.3266,15,245,1
wav2vec2-medium,phase2,1101,method_1101_counter,counter,1131.0,238.0,26.9828,0.3683,100.9375,5.5962,False,True,False,-0.7097,-0.9673,15,159,3
wav2vec2-medium,phase2,1766,method_1766_counter,counter,6979.0,1745.0,23.9975,0.3879,100.875,0.0,False,False,False,-0.336,-0.5105,15,253,0
wav2vec2-medium,phase2,1709,method_1709_counter,counter,5382.0,1345.0,24.0064,0.4533,220.9375,0.0,False,False,False,-0.8988,-0.6278,15,174,2
wav2vec2-medium,phase2,1602,method_1602_counter,counter,6979.0,872.0,36.0074,0.5254,100.875,1.7132,False,True,False,-1.2245,-1.89,15,222,1
wav2vec2-medium,phase2,1754,method_1754_counter,counter,2468.0,1745.0,6.0014,0.5486,100.9375,0.0,False,False,False,-0.1983,0.0249,15,212,2
wav2vec2-medium,phase2,1677,method_1677,regular,1234.0,1903.0,7.4992,0.7209,160.9375,10.1931,False,True,False,0.2629,-1.699,15,249,1
wav2vec2-medium,phase2,1676,method_1676,regular,1234.0,1745.0,5.9986,0.7263,180.9375,0.0,False,False,False,0.0678,-1.5057,15,235,1
wav2vec2-medium,phase2,1737,method_1737_counter,counter,2468.0,1600.0,7.5032,0.8305,100.9375,0.0,False,False,False,-0.2348,-0.6298,15,248,1
wav2vec2-medium,phase2,1749,method_1749_counter,counter,6979.0,1600.0,25.4994,0.9388,120.875,0.0,False,False,False,-1.2929,-1.2171,15,230,1
wav2vec2-medium,phase2,1887,method_1887_counter,counter,6979.0,4525.0,7.5012,1.368,100.875,18.0277,False,True,False,-1.146,-0.9886,15,199,2
whisper-base,literature,19,method_19_counter,counter,1850.0,1000.0,10.6503,-1.3437,120.9375,2.7801,True,True,True,-0.0584,-0.5568,15,3,4
whisper-base,literature,17,method_17_counter,counter,1850.0,1000.0,10.6503,-1.3396,120.9375,2.8096,True,True,True,-0.0548,-0.5384,15,4,4
whisper-base,literature,18,method_18_counter,counter,1850.0,1000.0,10.6503,-1.3391,120.9375,2.8004,True,True,True,-0.0572,-0.5443,15,5,4
whisper-base,literature,18,method_18,regular,1000.0,1850.0,10.6503,-1.259,180.875,1.4701,True,True,True,0.9001,-1.1794,15,11,3
whisper-base,literature,19,method_19,regular,1000.0,1850.0,10.6503,-1.2588,180.875,1.4643,True,True,True,0.8943,-1.1762,15,13,3
whisper-base,literature,17,method_17,regular,1000.0,1850.0,10.6503,-1.2512,180.875,1.4734,True,True,True,0.9004,-1.1827,15,10,3
whisper-base,literature,55,method_55,regular,1000.0,2000.0,12.0,-1.2348,100.875,1.7971,True,True,True,0.2575,-0.1403,15,19,3
whisper-base,literature,60,method_60_counter,counter,1500.0,1000.0,7.0196,-1.0172,120.9375,1.3771,True,True,True,0.4332,-0.6299,15,9,3
whisper-base,literature,21,method_21,regular,1000.0,1850.0,10.6503,-0.9052,100.875,1.841,True,True,True,0.2238,-0.464,15,2,5
whisper-base,literature,20,method_20,regular,1000.0,1850.0,10.6503,-0.9026,100.875,1.8506,True,True,True,0.222,-0.4648,15,1,5
whisper-base,literature,12,method_12_counter,counter,1200.0,1000.0,3.1564,-0.8049,120.9375,1.2322,True,True,True,0.398,0.1485,15,37,2
